OTU_ID	Total_Abund_Otu	FHF1-St1-Gr1-A	FHF1-St1-Gr1-B	FHF1-St1-Gr1-C	FHF1-St1-Gr2-A	FHF1-St2-Gr1-C	FHF1-St2-Gr2-A	FHF1-St2-Gr2-B	FHF1-St3-Gr1-A	FHF1-St3-Gr1-B	FHF1-St3-Gr1-C	FHF1-St3-Gr2-A	FHF1-St3-Gr2-B	FHF1-St3-Gr2-C	FHF1-St4-Gr1-A	FHF1-St4-Gr1-B	FHF1-St4-Gr1-C	FHF1-St4-Gr2-A	FHF1-St4-Gr2-B	FHF1-St4-Gr2-C	FHF2-St1-Gr1-A	FHF2-St1-Gr1-B	FHF2-St1-Gr1-C	FHF2-St1-Gr2-A	FHF2-St1-Gr2-B	FHF2-St1-Gr2-C	FHF2-St2-Gr1-A	FHF2-St2-Gr1-B	FHF2-St2-Gr1-C	FHF2-St2-Gr2-A	FHF2-St2-Gr2-B	FHF2-St2-Gr2-C	FHF2-St3-Gr1-A	FHF2-St3-Gr1-B	FHF2-St3-Gr1-C	FHF2-St3-Gr2-A	FHF2-St3-Gr2-B	FHF2-St3-Gr2-C	FHF2-St4-Gr1-A	FHF2-St4-Gr1-B	FHF2-St4-Gr1-C	FHF2-St4-Gr2-A	FHF2-St4-Gr2-B	FHF2-St4-Gr2-C	FHF2-St5-Gr1-A	FHF2-St5-Gr1-B	FHF2-St5-Gr1-C	FHF2-St5-Gr2-A	FHF2-St5-Gr2-B	FHF2-St5-Gr2-C	FHF3-St1-Gr1-A	FHF3-St1-Gr1-B	FHF3-St1-Gr1-C	FHF3-St1-Gr2-B	FHF3-St1-Gr2-C	FHF3-St2-Gr1-A	FHF3-St2-Gr1-B	FHF3-St2-Gr1-C	FHF3-St2-Gr2-A	FHF3-St2-Gr2-B	FHF3-St3-Gr1-B	FHF3-St3-Gr1-C	FHF3-St3-Gr2-A	FHF3-St3-Gr2-C	FHF3-St4-Gr1-B	FHF3-St4-Gr1-C	FHF3-St4-Gr2-A	FHF3-St4-Gr2-B	FHF3-St4-Gr2-C	FHF3-St5-Gr1-A	FHF3-St5-Gr1-B	FHF3-St5-Gr1-C	FHF3-St5-Gr2-A	FHF3-St5-Gr2-B	FHF3-St5-Gr2-C	FHF4-St1-Gr1-C	FHF4-St1-Gr2-C	FHF4-St2-Gr1-A	FHF4-St2-Gr1-B	FHF4-St2-Gr1-C	FHF4-St2-Gr2-A	FHF4-St2-Gr2-B	FHF4-St2-Gr2-C	FHF4-St3-Gr1-A	FHF4-St3-Gr1-B	FHF4-St3-Gr1-C	FHF4-St3-Gr2-B	FHF4-St3-Gr2-C	FHF4-St4-Gr1-A	FHF4-St4-Gr1-B	FHF4-St4-Gr1-C	FHF4-St4-Gr2-A	FHF4-St4-Gr2-B	FHF4-St4-Gr2-C	FHF4-St5-Gr1-A	FHF4-St5-Gr1-C	FHF4-St5-Gr2-A	FHF4-St5-Gr2-B	FHF4-St5-Gr2-C	FHF5-St1-Gr1-A	FHF5-St1-Gr2-A	FHF5-St1-Gr2-B	FHF5-St1-Gr2-C	FHF5-St2-Gr1-A	FHF5-St2-Gr1-B	FHF5-St2-Gr1-C	FHF5-St2-Gr2-B	FHF5-St3-Gr1-A	FHF5-St3-Gr1-B	FHF5-St3-Gr1-C	FHF5-St3-Gr2-B	FHF5-St3-Gr2-C	FHF5-St4-Gr1-A	FHF5-St4-Gr1-B	FHF5-St4-Gr1-C	FHF5-St4-Gr2-A	FHF5-St4-Gr2-B	FHF5-St4-Gr2-C	FHF5-St5-Gr1-A	FHF5-St5-Gr1-B	FHF5-St5-Gr1-C	FHF5-St5-Gr2-A	FHF5-St5-Gr2-B	FHF5-St5-Gr2-C	Taxa	
OTU20	83478	1365	89	3458	2245	368	696	4179	231	332	1	50	113	1	105	0	0	13	11	0	286	72	23	199	45	53	40	6	774	40	1	3	54	139	27	0	38	34	100	32	1	25	48	30	59	27	17	5	16	13	2039	1666	1956	836	121	266	632	3685	2404	2562	593	1236	2438	1846	18	2	56	19	149	17	25	2	1	47	109	759	759	442	556	355	0	258	1383	132	69	15	65	20	175	62	59	155	25	223	2	32	78	99	11	2486	885	125	3606	839	768	486	5665	5001	3636	4152	2210	5998	349	262	1448	61	58	153	151	140	51	187	181	657	Globothalamea;Rotaliida;Rosalinidae;Rosalina;sp;XX000000-13126.3-Villefranche	
OTU21	84248	0	0	0	1	1	1	0	1	0	0	0	1	0	290	730	0	25	184	154	3	1	1	11	0	99	0	0	1	0	0	0	0	80	58	1	11	389	111	2	1	15	34	30	35	2	91	0	27	62	0	0	0	0	0	0	0	11	0	2	1	3	0	1	11221	3273	37690	16640	5916	700	801	752	181	314	929	1	1	0	197	1	1	188	0	0	13	42	44	19	66	20	25	121	89	0	13	53	140	453	52	1	1	0	1	62	0	0	0	0	1	2	7	0	4	9	1	53	6	0	174	160	500	335	139	365	Unassigned	
OTU22	65790	154	2	181	304	155	410	1235	125	160	48	142	427	116	30	5	20	10	21	32	235	109	71	185	61	170	79	16	172	30	0	20	82	78	105	38	92	81	287	136	53	10	70	31	1	2	16	3	22	6	186	249	279	216	41	38	99	1541	854	450	640	610	933	1	1232	8057	135	215	251	55	15	25	4	3	81	1099	112	716	440	333	159	280	257	57	30110	67	189	29	420	375	362	273	145	1431	11	140	81	200	17	195	178	52	204	227	268	259	75	186	153	1715	212	88	378	160	99	206	118	221	108	232	523	185	119	278	Globothalamea;Rotaliida;Clade3;Epistominella;vitrea	
OTU23	70753	0	9	19	13	0	1	0	0	0	7	0	17	0	0	0	25	0	0	1	0	0	3	1	0	66	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	10	11	0	0	0	0	78	451	4	126	0	0	7	0	12	0	3	6	1	0	2	0	0	2	1	0	0	0	934	0	0	50	26	13	10	0	5	0	475	330	140	120	15	394	2	8	40	56	10	0	2	0	0	0	0	0	40	0	59	511	0	56481	921	268	4894	103	0	23	114	351	249	1116	1097	1003	Unassigned	
OTU24	60364	1156	81	2624	1431	146	173	890	149	195	0	57	305	25	0	0	4	0	1	12	49	97	6	150	60	55	32	2	546	51	0	1	34	112	1	1	9	13	119	6	2	73	41	7	44	33	0	2	6	4	1822	1050	2158	1126	225	229	249	2457	1542	1436	949	564	881	6105	123	12	25	18	0	0	80	133	30	9	42	4167	243	346	324	282	59	529	1078	47	27	0	55	8	108	54	43	68	29	166	1	22	84	57	11	1514	812	161	3056	571	787	137	702	2418	1224	2851	2851	4130	1	98	68	80	45	78	120	93	95	177	95	322	Unassigned	
OTU25	64091	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	6	0	0	0	0	0	5550	0	2639	6282	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	19168	0	15298	1996	13084	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	0	5	0	10	14	6	0	Unassigned	
OTU26	67094	15	20	129	205	24	86	590	103	191	37	34	316	109	156	1	32	9	3	43	65	10	0	1	1	503	12	1	1	2	0	0	70	93	26	5	10	22	225	73	54	14	14	12	0	6	45	3	49	18	230	29	240	67	0	8	1	1	1	0	0	648	2	6	141	20	45	86	11	76	141	190	27	12	139	167	357	678	646	189	75	304	1018	101	253	84	86	30	2852	2329	1555	2068	870	4731	44	998	1280	2456	141	0	0	7	1	260	101	10	0	1390	1674	4984	2773	2072	4129	1037	1770	1791	2040	1971	901	2323	2153	1644	1390	3802	Unassigned	
OTU27	56784	119	0	109	208	26	513	200	471	439	100	150	163	26	229	516	62	38	52	81	24	22	1	29	11	757	18	1	11	12	2	0	938	242	83	167	858	479	900	452	308	32	165	61	40	21	40	5	61	108	1	76	18	34	27	18	153	233	0	2	139	2	1105	6	364	94	39	109	171	207	318	571	102	50	334	1589	138	1393	2247	2808	532	1302	1570	255	767	212	153	107	386	1021	505	459	560	2825	26	237	313	543	33	302	59	0	132	161	170	68	342	846	2431	7795	3841	486	101	136	156	590	625	763	969	595	443	597	389	1283	Unassigned	
OTU28	56229	0	0	14	0	0	0	31	0	0	0	0	9	63	1	0	0	0	2	0	1	7	1	18	0	120	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	5	8	47	0	0	0	1	0	0	346	42	0	314	59	69	109	646	620	640	86	0	1881	1944	109	34	24	0	10	1	1	104	2	5	1	9903	2003	1551	1761	1719	257	337	142	398	410	130	83	19	121	125	50	102	65	0	3	50	52	70	13	14290	2	143	4	945	0	0	0	467	302	2322	804	6922	2	51	515	156	1084	531	232	100	158	140	64	251	Globothalamea;Textulariida;Textulariidae;Textularia;gramen;XX000000-13633.41-Faroe	
OTU29	49326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	48175	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	287	0	29	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	2	1	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	160	0	0	0	0	0	Unassigned	
OTU30	43508	0	0	0	0	4	31	0	65	9	9	12	13	5	4719	4419	5193	454	1750	1663	4	1	17	1	4	66	0	0	5	1	0	0	243	70	221	337	240	467	589	427	666	3104	1937	1394	1149	985	2093	41	1422	2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	49	6	223	67	10	43	63	1	8	19	0	0	0	0	0	0	0	0	4	2	3	0	0	151	140	178	228	196	282	4	71	227	369	26	0	14	0	2	1	0	0	0	0	0	0	1	0	615	20	71	67	61	91	408	223	289	860	414	1263	Unassigned	
OTU31	65938	0	0	0	0	2	40511	18872	0	0	0	0	0	13	0	0	0	0	0	0	169	0	4938	545	337	8	140	3	13	0	0	362	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	0	0	1	0	0	0	Unassigned	
OTU32	40372	47	7	293	385	37	260	2293	360	105	3	123	397	193	0	17	0	21	7	41	0	47	4	17	8	27	36	0	87	20	0	0	61	96	12	16	48	56	89	61	18	14	21	36	10	12	19	0	45	18	375	548	464	174	30	121	144	1376	539	384	127	1379	4199	3860	245	31	41	74	0	69	48	50	4	15	131	484	0	696	175	151	46	183	1124	3	17	0	18	1	49	24	45	19	3	252	1	16	4	99	4	0	0	140	2	1091	120	19	0	861	1849	1	1655	8537	4	143	1257	130	2	494	63	136	59	145	102	253	Globothalamea;Rotaliida;Bolivinidae;Bolivina;sp;AY934735-JPM99-MED	
OTU33	42097	0	0	0	0	2	32	26	16	39	34	6	5	20	7635	3734	4627	438	2005	1767	0	13	4	0	1	44	0	0	0	3	0	0	179	122	249	205	157	757	496	689	656	2231	2011	1195	1149	810	1892	48	1284	2702	0	0	0	0	0	0	0	0	0	0	0	0	0	1	102	21	27	164	57	17	0	19	2	16	90	0	0	0	0	35	2	0	0	19	3	0	2	0	64	114	121	189	104	292	6	46	173	267	17	0	9	0	3	1	0	0	0	0	0	0	1	0	366	0	32	54	39	55	234	145	225	482	286	912	Unassigned	
OTU34	35071	320	0	147	227	51	261	2278	329	364	0	216	110	10	108	18	6	38	6	25	0	69	15	49	0	21	36	4	104	10	0	0	113	97	12	45	42	72	64	5	9	26	68	39	0	8	43	3	41	42	877	784	264	135	26	72	366	485	1933	436	0	515	1452	702	144	27	88	69	39	64	86	16	6	35	116	0	0	575	363	98	274	560	255	19	8	0	74	4	11	167	8	42	20	403	2	23	28	70	2	0	200	82	0	488	204	0	0	536	1444	0	2201	9802	249	467	543	223	0	320	126	190	34	228	158	282	Unassigned	
OTU35	35558	0	0	0	0	0	0	0	0	0	0	0	5	1	0	3	0	2	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	4	1	0	2	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2573	15003	1948	6	1506	26	281	95	12	6040	808	0	0	0	0	0	0	0	0	0	0	0	1	0	2904	0	0	26	44	73	535	28	60	1508	1900	8	Unassigned	
OTU36	32445	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	33	1	0	0	0	0	0	31	0	7	0	1	0	1	1	0	0	19	1	1	0	0	5	0	0	860	322	0	238	72	109	71	1717	235	102	0	0	1671	35	66	0	7	0	35	0	2	32	6	1	36	1061	1166	579	727	177	75	259	443	225	53	82	57	11	79	174	11	178	122	180	2	31	58	271	3	11826	2632	0	0	31	274	1321	225	531	108	1935	0	2	773	1	110	103	77	0	160	144	212	84	78	69	Globothalamea;Textulariida;Textulariidae;Textularia;gramen	
OTU37	30337	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	1	0	0	168	0	0	0	2	0	0	401	152	174	706	9248	3228	849	0	3285	66	953	7714	1	1	0	0	0	11	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	355	282	313	85	138	208	0	0	0	0	0	0	0	0	0	0	0	0	0	28	26	8	27	19	88	8	60	276	991	57	0	1	0	1	0	0	0	0	0	0	0	2	0	0	71	0	35	2	0	70	30	90	19	22	26	Unassigned	
OTU38	30653	0	0	0	2	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	60	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	7	0	0	0	211	0	2	5291	1030	3214	6810	4185	6	125	60	14	5	0	0	0	128	98	0	166	678	47	924	30	334	276	41	70	107	34	188	33	51	1	1	30	37	1	0	0	0	0	0	0	0	0	0	0	2	333	5	3698	662	2	342	272	663	69	16	12	107	39	112	Monothalamea;Monothalamids;CladeBM;Micrometula;sp	
OTU39	25985	956	21	718	1553	92	61	207	328	344	117	33	39	61	2852	1431	312	80	98	121	149	117	72	100	97	166	112	6	232	74	0	40	537	278	722	781	439	647	817	245	162	379	1000	632	230	256	355	0	127	126	70	45	0	39	0	5	1	43	521	64	49	67	0	121	210	66	98	231	101	41	10	14	3	7	49	145	14	115	298	85	65	84	170	58	36	114	100	36	239	139	117	233	141	480	5	44	76	76	10	50	90	4	121	22	21	124	111	154	60	24	19	2	572	139	262	75	105	147	108	75	101	121	82	339	Globothalamea;Textulariida;Spiroplectamminidae;Spiroplectammina;sp;XX000000-12191-Oslofjord	
OTU40	23240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	970	0	0	5	29	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1334	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	5	1	20689	2	0	1	1	8	Unassigned	
OTU41	22647	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	352	167	1872	0	0	0	0	0	19	0	0	0	3	0	0	1988	2679	103	1645	2009	3849	1709	30	46	93	20	118	61	48	55	26	771	1047	0	0	1	0	0	0	0	4	0	1	0	0	0	0	112	14	261	189	622	220	291	93	14	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	47	21	15	49	32	0	7	839	52	10	0	380	0	0	61	0	0	0	0	0	0	1	0	2	0	1	10	0	0	18	38	99	16	9	49	Unassigned	
OTU42	22713	0	0	0	0	18160	3978	0	0	0	0	0	122	272	0	0	1	0	0	0	0	0	0	0	21	0	0	3	2	127	0	0	0	0	0	0	12	0	0	0	0	0	0	1	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	
OTU43	22370	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	100	0	4	17	0	0	0	0	0	31	0	0	0	0	0	0	435	0	40	72	0	0	1152	1591	16	1362	2891	2882	2228	2882	800	20	2081	3737	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Monothalamea;Monothalamids;CladeC;Hippocrepinella	
OTU44	22572	13	0	14	7	66	121	343	150	54	111	144	895	167	0	0	0	0	0	0	1590	359	2534	5369	1199	2579	656	228	583	266	0	448	0	12	65	4	4	3	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	726	1960	1850	1	22	0	1	0	0	4	1	1	0	1	3	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	Unassigned	
OTU45	30770	1	0	0	0	0	0	0	3	1	0	0	1	0	113	717	134	0	12	28	0	0	0	0	0	94	0	0	0	0	0	0	24	0	0	69	70	1055	157	37	45	4243	6541	2728	1122	1144	2722	50	2603	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	63	128	38	0	22	39	142	175	423	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	50	53	203	77	0	5	80	977	579	3	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	6	1663	149	72	35	Monothalamea;Monothalamids;CladeD;Hippocrepinella;hirudinea	
OTU46	21371	0	0	0	0	0	0	367	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4	1	0	1	0	0	0	0	30	0	0	0	0	4	0	0	0	1	0	71	0	23	37	36	0	571	578	208	1	0	885	14256	95	7	15	0	0	0	0	0	0	0	0	0	0	123	31	0	26	37	0	1	11	0	3	0	32	21	20	12	14	124	0	12	12	16	1	0	1	7	0	1	391	1	0	1274	41	3	403	1	1272	0	0	38	0	0	42	15	28	75	56	27	Unassigned	
OTU47	19463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	75	3	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	13939	5101	13	Unassigned	
OTU48	16600	0	0	0	0	12	71	1	43	65	8	16	36	25	100	282	416	24	118	174	0	7	1	0	0	186	0	0	0	0	0	0	7	21	10	16	16	4	422	154	278	1455	874	721	687	727	1207	106	1500	2264	0	0	0	0	0	0	0	0	0	0	0	48	0	0	13	16	14	25	2	0	0	0	2	6	0	0	0	0	0	0	0	66	0	2	0	0	31	1	156	222	101	296	227	440	8	135	156	287	34	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	179	87	71	263	354	610	309	149	234	Unassigned	
OTU49	20125	0	0	0	0	1	0	0	0	0	1	0	4	0	0	61	472	1	19	77	0	0	3	2	0	0	0	0	0	0	0	0	31	65	37	19	46	233	331	145	28	200	403	11	7577	1	32	2	6	13	0	2	0	0	0	0	0	51	0	4	0	2	0	0	0	0	0	0	0	2087	3043	976	269	186	2666	0	0	0	0	1	0	0	0	0	0	0	0	0	31	6	0	20	3	766	1	6	12	114	2	0	1	0	2	2	0	0	0	0	0	0	4	0	16	0	1	1	1	0	14	0	1	8	5	0	Globothalamea;Rotaliida;Rotaliida-X;Globobulimina;turgida	
OTU50	18132	0	0	0	0	1	0	1	5	10	0	0	0	0	557	497	300	6	41	90	0	0	1	0	0	13	0	0	0	0	0	1	3456	2082	2416	683	459	287	101	1	7	583	191	275	743	1158	856	4	1161	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	27	16	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	11	15	3	1	12	25	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	2	0	75	0	42	23	1	87	Unassigned	
OTU51	19678	0	0	0	0	0	1	0	0	12	0	0	1	2	2	0	2	4	0	0	0	32	0	44	1	929	33	3	222	68	1	11	0	11	0	320	100	2	27	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	318	94	29	30	56	30	3	21	82	0	0	0	0	0	109	309	213	112	48	0	26	3	848	1407	264	914	1259	558	17	107	165	1696	227	0	0	0	0	0	0	0	0	0	0	0	327	1	1933	380	498	230	2244	1	820	110	497	473	253	1100	Monothalamea;Monothalamids;CladeE;Psammophaga;sp	
OTU52	16114	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	211	399	152	11	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	4	17	0	0	0	0	0	0	11	360	8	0	0	0	0	0	0	0	0	0	0	0	1	5	11520	40	3230	48	0	32	0	0	19	6	2	0	Unassigned	
OTU53	14924	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	39	11	6	32	0	0	0	0	16	4	3	0	1	67	4	66	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	10	16	37	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	1	6	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	8	7	34	13	787	355	13105	Unassigned	
OTU54	16586	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	18	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	66	97	0	1	430	1626	112	8	4474	402	278	241	354	65	269	168	45	124	189	0	0	167	297	1	17	127	0	3	12	9	36	0	158	104	93	99	20	684	2	108	18	194	28	0	0	19	0	0	0	0	0	474	185	1752	1169	0	984	62	0	0	82	50	43	51	81	100	99	277	Globothalamea;Rotaliida;Bolivinidae;Bolivina;spathulata;XX000000-517-TJA	
OTU55	17052	0	0	0	0	1	131	2	2363	1574	509	254	579	161	558	373	181	82	288	236	36	108	6	0	0	107	10	0	59	12	0	4	162	92	84	231	93	138	27	1	56	89	68	73	37	26	91	18	350	592	0	0	0	1	0	0	0	0	0	1	0	0	0	0	72	43	70	578	95	76	250	52	13	20	14	0	0	53	931	47	239	182	109	429	141	71	181	6	143	134	83	393	78	181	6	77	134	209	6	0	1	0	0	0	0	0	0	0	0	1	0	0	0	408	133	119	141	90	105	64	88	208	114	600	Monothalamea;Monothalamids;CladeBM;Bathysiphon	
OTU56	16030	0	0	0	0	0	20	17	146	1	42	12	184	1	3	511	14	63	45	354	222	198	193	120	52	144	37	17	55	67	0	22	21	3	24	3	0	0	0	24	14	51	9	21	63	230	30	0	1	126	0	0	0	0	2	0	0	1	0	1	4	18	0	0	2697	479	1906	910	358	355	403	158	139	180	111	0	0	41	0	195	155	16	89	0	0	0	7	3	22	32	0	20	609	0	1	93	1006	1579	6	0	0	0	0	0	0	0	0	2	0	0	1032	1	0	2	1	9	1	0	29	27	8	41	39	82	Unassigned	
OTU57	14306	0	0	0	0	6	0	0	65	26	0	0	0	0	31	92	111	30	2	27	0	4	13	31	0	54	171	1	286	4	0	3	313	125	77	35	51	7	90	228	13	0	32	66	24	0	25	0	33	78	0	0	0	0	0	0	0	0	917	2	87	238	1034	671	310	42	125	144	131	410	213	1026	5	7	206	0	0	0	80	1	0	0	0	35	6	0	106	8	244	47	31	66	102	8	0	2	24	226	3	0	0	0	0	0	0	0	1	490	143	369	333	147	1516	165	83	562	430	553	131	238	80	66	68	220	Monothalamea;Monothalamids;CladeC;Cylindrogullmia;alba;XX000000-2356-TJA	
OTU58	15405	29	13	11	118	39	55	146	396	275	249	60	105	74	161	170	4	26	6	9	59	24	21	78	43	81	58	3	254	68	0	14	132	172	508	234	76	38	25	20	6	11	24	8	0	2	6	0	1	2	0	6	0	18	12	4	2	30	87	0	24	90	0	0	338	111	87	151	52	3	64	24	8	29	44	695	43	173	197	36	140	146	910	108	233	101	342	67	136	102	97	174	77	928	5	11	41	35	9	62	29	30	29	31	6	9	0	199	18	348	0	135	1229	920	526	220	515	287	175	39	82	41	13	558	Globothalamea;Textulariida;Eggerellidae;Eggerella;sp	
OTU59	15319	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15074	3	5	0	0	0	5	0	4	0	5	56	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	2	1	111	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned	
OTU60	15521	0	0	0	0	1	0	0	0	0	11	0	0	2	1338	2087	608	26	164	428	0	0	0	0	0	44	0	0	0	1	0	0	7	13	17	1467	777	431	538	113	237	1319	904	392	408	1186	867	13	433	403	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	311	14	0	86	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	92	47	20	26	0	0	21	58	37	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	0	142	29	152	9	82	50	0	Unassigned	
OTU61	13225	0	0	0	0	0	0	0	0	0	13	0	0	0	1611	4026	567	81	174	386	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	17	23	1314	185	259	280	239	51	175	361	470	132	480	1473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	25	0	1	0	35	2	1	12	0	0	4	31	14	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	105	27	26	147	74	150	Monothalamea;Monothalamids;CladeY;ENV;sp;XX000000-5501.149-ARKXXI	
OTU62	13990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	36	33	8	23	73	9	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1183	285	1663	1139	501	536	250	190	10	11	57	1	0	0	0	0	0	27	33	0	0	0	7	0	126	95	131	79	71	79	7	28	238	379	17	0	0	0	0	0	0	0	0	0	0	2	0	0	2254	92	421	236	2945	145	22	24	11	54	100	0	Monothalamea;Monothalamids;CladeE;UndetSaccamminid_ATT1;sp	
